PathCode,StudentsNum,rate
1360,141,2.63108788953163
1412,116,2.16458294457921
0495,100,1.86601977980967
0113,88,1.64209740623251
1097,79,1.47415562604964
1100,77,1.43683523045344
0316,72,1.34353424146296
0690,68,1.26889345027057
1112,68,1.26889345027057
1351,60,1.1196118678858
0116,55,1.02631087889532
0233,55,1.02631087889532
0948,55,1.02631087889532
1119,55,1.02631087889532
0098,54,1.00765068109722
0660,53,0.988990483299123
1103,53,0.988990483299123
0662,49,0.914349692106736
1300,48,0.89568949430864
1105,43,0.802388505318156
1113,43,0.802388505318156
1118,42,0.78372830752006
0670,40,0.746407911923866
0296,37,0.690427318529576
0380,37,0.690427318529576
0315,35,0.653106922933383
0069,34,0.634446725135286
0335,34,0.634446725135286
0361,34,0.634446725135286
0629,34,0.634446725135286
0661,34,0.634446725135286
1293,33,0.61578652733719
0692,32,0.597126329539093
1296,31,0.578466131740996
1297,30,0.5598059339429
0081,29,0.541145736144803
1299,29,0.541145736144803
0080,25,0.466504944952417
0234,25,0.466504944952417
0571,24,0.44784474715432
0668,24,0.44784474715432
0264,21,0.39186415376003
0773,21,0.39186415376003
0485,20,0.373203955961933
0488,20,0.373203955961933
1298,20,0.373203955961933
0238,19,0.354543758163837
0257,19,0.354543758163837
0484,19,0.354543758163837
0745,19,0.354543758163837
1414,19,0.354543758163837
0255,18,0.33588356036574
0685,17,0.317223362567643
0814,17,0.317223362567643
0173,16,0.298563164769547
0628,16,0.298563164769547
0959,16,0.298563164769547
1374,16,0.298563164769547
0320,15,0.27990296697145
0630,15,0.27990296697145
0048,14,0.261242769173353
0151,14,0.261242769173353
0385,14,0.261242769173353
0520,14,0.261242769173353
0572,14,0.261242769173353
1111,14,0.261242769173353
0364,13,0.242582571375257
0377,13,0.242582571375257
0479,13,0.242582571375257
0486,13,0.242582571375257
0487,13,0.242582571375257
1116,13,0.242582571375257
0038,12,0.22392237357716
0049,12,0.22392237357716
0129,12,0.22392237357716
0206,12,0.22392237357716
0945,12,0.22392237357716
1346,12,0.22392237357716
0070,11,0.205262175779063
0072,11,0.205262175779063
0140,11,0.205262175779063
0232,11,0.205262175779063
0741,11,0.205262175779063
1082,11,0.205262175779063
1147,11,0.205262175779063
1345,11,0.205262175779063
0001,10,0.186601977980967
0262,10,0.186601977980967
0379,10,0.186601977980967
0552,10,0.186601977980967
0604,10,0.186601977980967
0747,10,0.186601977980967
1077,10,0.186601977980967
1337,10,0.186601977980967
1352,10,0.186601977980967
1375,10,0.186601977980967
0132,9,0.16794178018287
0184,9,0.16794178018287
0230,9,0.16794178018287
0231,9,0.16794178018287
0305,9,0.16794178018287
0317,9,0.16794178018287
0375,9,0.16794178018287
0481,9,0.16794178018287
0483,9,0.16794178018287
0599,9,0.16794178018287
0673,9,0.16794178018287
0768,9,0.16794178018287
1069,9,0.16794178018287
1130,9,0.16794178018287
1278,9,0.16794178018287
1413,9,0.16794178018287
1477,9,0.16794178018287
0083,8,0.149281582384773
0119,8,0.149281582384773
0133,8,0.149281582384773
0215,8,0.149281582384773
0256,8,0.149281582384773
0365,8,0.149281582384773
0677,8,0.149281582384773
0838,8,0.149281582384773
0983,8,0.149281582384773
1066,8,0.149281582384773
1464,8,0.149281582384773
0002,7,0.130621384586677
0005,7,0.130621384586677
0006,7,0.130621384586677
0011,7,0.130621384586677
0066,7,0.130621384586677
0237,7,0.130621384586677
0313,7,0.130621384586677
0331,7,0.130621384586677
0334,7,0.130621384586677
0482,7,0.130621384586677
0545,7,0.130621384586677
0586,7,0.130621384586677
0621,7,0.130621384586677
0669,7,0.130621384586677
0881,7,0.130621384586677
0885,7,0.130621384586677
0903,7,0.130621384586677
0926,7,0.130621384586677
0995,7,0.130621384586677
1064,7,0.130621384586677
1086,7,0.130621384586677
1091,7,0.130621384586677
1280,7,0.130621384586677
0046,6,0.11196118678858
0053,6,0.11196118678858
0055,6,0.11196118678858
0065,6,0.11196118678858
0071,6,0.11196118678858
0123,6,0.11196118678858
0141,6,0.11196118678858
0155,6,0.11196118678858
0158,6,0.11196118678858
0263,6,0.11196118678858
0267,6,0.11196118678858
0299,6,0.11196118678858
0307,6,0.11196118678858
0323,6,0.11196118678858
0353,6,0.11196118678858
0389,6,0.11196118678858
0576,6,0.11196118678858
0581,6,0.11196118678858
0746,6,0.11196118678858
0748,6,0.11196118678858
0760,6,0.11196118678858
0880,6,0.11196118678858
0950,6,0.11196118678858
0953,6,0.11196118678858
0981,6,0.11196118678858
0982,6,0.11196118678858
0988,6,0.11196118678858
1063,6,0.11196118678858
1070,6,0.11196118678858
1152,6,0.11196118678858
1350,6,0.11196118678858
0035,5,0.0933009889904833
0054,5,0.0933009889904833
