PathCode,StudentNum,TrainingNum,PredictorsNum,Target,H,R2,MSE,RMSE,PredR2,PredMSE,PredRMSE
1103,53,26,12,m2113,7,0.153465258207135,179.395238121714,13.3938507577811,0.0825535743836429,368.867219724277,13.3938507577811
1103,53,26,12,m2114,1,0.496284308403434,87.6942193973619,9.36451917598346,0.36054709469004,226.144018680614,9.36451917598346
1103,53,26,12,m2118,1,0.733276885904409,32.8483719198228,5.73134992125091,0.232891800766778,300.295891352177,5.73134992125091
0662,49,24,8,m2006,5,0.0645670083547322,286.13855844438,16.9156305955285,0.202732687739082,339.834305998647,16.9156305955285
0662,49,24,8,m2014,1,-0.738775643132177,116.13270445649,10.7764885030556,-1.7840633128589,149.444541400962,10.7764885030556
0662,49,24,8,m2031,1,-0.000521909882878813,594.782483150097,24.3881627670084,-0.0345452995084092,609.066704684809,24.3881627670084
0662,49,24,8,m2034,2,-0.346263383989222,286.744751738427,16.9335392561161,-0.712930997944227,160.150308863918,16.9335392561161
0662,49,24,8,m2035,5,0.281133036077014,205.216549673237,14.3253813098722,-0.549696007645974,206.931856694441,14.3253813098722
0662,49,24,8,m2038,4,0.660598157697156,100.781134548801,10.0389807524868,0.0793453911627027,116.476899670094,10.0389807524868
1300,48,24,5,m2001,1,-0.0475984341212152,82.7148076135395,9.09476814512275,-0.596676956915483,154.690299667694,9.09476814512275
1300,48,24,5,m2002,1,0.371300121877825,11.5087005467365,3.39244757464821,-0.223980574784675,97.4251068735496,3.39244757464821
1300,48,24,5,m2018,2,-0.487908558501517,82.8863227719413,9.10419259308267,-0.474457988668435,115.13560977842,9.10419259308267
1300,48,24,5,m2033,4,-0.302933960697551,75.452543737895,8.68634236821776,-0.531139213648143,105.961083132262,8.68634236821776
1105,43,21,12,m2001,12,0.741708882441674,90.5881418832454,9.51778030232078,-0.318520741411508,349.587440125248,9.51778030232078
1105,43,21,12,m2005,10,0.465952615543008,65.984521279575,8.12308569938635,0.115784955534333,58.8395407695911,8.12308569938635
1105,43,21,12,m2008,1,-2.35085025260321,745.985886848249,27.3127422066743,-2.0603617069317,359.782641380586,27.3127422066743
1105,43,21,12,m2019,10,0.297589274676073,207.00888242381,14.3878032521928,0.0316785888600069,291.47047446563,14.3878032521928
1105,43,21,12,m2020,3,0.792888261094412,59.6406665467085,7.72273698546755,-0.47618302536513,234.232686439002,7.72273698546755
1105,43,21,12,m2021,4,0.579389754540173,28.3859458625292,5.32784626866515,0.430662081357013,41.9962514426241,5.32784626866515
1105,43,21,12,m2022,6,0.33578157882094,155.068643471454,12.4526560809915,0.0498077374680967,150.445234087744,12.4526560809915
1105,43,21,12,m2066,6,0.831215097486058,18.5739939206386,4.30975566832258,-0.389894546855122,76.090558269252,4.30975566832258
1105,43,21,12,m2072,4,-0.585474419199111,272.838216945625,16.5178151383779,-2.27310460022001,384.289594541807,16.5178151383779
